SJQ_20150616_HC_35.eaf	a117	kaꟲ chaqꟳ	ka chaq	you can
SJQ_20150616_HC_35.eaf	a118	ja kanᴳ qaᴶ	ja kan qa	not to come
SJQ_20150616_HC_35.eaf	a119	kyaꟲ	kya	tomorrow
SJQ_20150616_HC_35.eaf	a120	ykwiqᴬ tiᴬ waᴳ	ykwiq ti wa	on our own
SJQ_20150616_HC_35.eaf	a121	kanᴶ qoꟲ waᴳ	kan qo wa	we will bring
SJQ_20150616_HC_35.eaf	a122	jlyaꟳ qinᴶ	jlya qin	his (their father) lunch
SJQ_20150616_HC_35.eaf	a123	stiᴶ waᴳ	sti wa	our father
SJQ_20150616_HC_35.eaf	a124	neꟲ qwiᴱ lyoᴶ waᴳ	ne qwi lyo wa	now we met him
SJQ_20150616_HC_35.eaf	a125	qinᴶ stiᴶ waᴳ	qin sti wa	our father
SJQ_20150616_HC_35.eaf	a126	sqweꟳ ranꟳ ntywiqᴶ yqanᴱ	sqwe ran ntywiq yqan	good, their mother said
SJQ_20150616_HC_35.eaf	a127	qyaᴳ xaꟳ xkaᴵ tsanᴵ	qya xa xka tsan	the next morning
SJQ_20150616_HC_35.eaf	a128	kanqᴳ noᴬ	kanq no	then
SJQ_20150616_HC_35.eaf	a129	yaᴳ qoᴱ	ya qo	they took
SJQ_20150616_HC_35.eaf	a130	yaᴳ qoᴱ lyaᴱ wanᴶ jlyaꟳ qinᴶ stiᴶ wanᴶ neꟲ	ya qo lya wan jlya qin sti wan ne	take lunch to your father now
SJQ_20150616_HC_35.eaf	a131	kaᴶ ntyqanᴵ ntykwenqꟲ	ka ntyqan ntykwenq	the same I spoke
SJQ_20150616_HC_35.eaf	a132	kaᴶ nʼyanᴱ ntykwenqꟲ kwanꟲ nʼyanᴱ	ka n'yan ntykwenq, kwan n'yan	in the same way I spoke, the same way
SJQ_20150616_HC_35.eaf	a133	tykwiqᴵ wanᴬ	tykwiq wan	you should speak
SJQ_20150616_HC_35.eaf	a134	tʼyaᴶ wanᴵ ntykwiqᴬ	t'ya wan ntykwiq	when you get there, she (the old lady) said then
SJQ_20150616_HC_35.eaf	a135	qoᴱ kchiꟳ nyiᴶ	qo kchi nyi	and it was true
SJQ_20150616_HC_35.eaf	a136	ndywiqᴶ	ndywiq	he said
SJQ_20150616_HC_35.eaf	a137	jaᴱ nu waꟲ ndʼyaᴵ noᴬ xweᴵ ndywiqᴬ	ja nu wa nd'ya no xwe ndywiq	and when the kids got there, they say
SJQ_20150616_HC_35.eaf	a138	kyanᴳ kuᴳ ktaꟳ ndwaᴮ	kyan ku kta ndwa+	come eat grass
SJQ_20150616_HC_35.eaf	a139	kyanᴳ kuᴮ ktaꟳ	kyan ku+ kta	come eat grass
SJQ_20150616_HC_35.eaf	a140	tkanqꟲ	tkanq	thick
SJQ_20150616_HC_35.eaf	a141	ntykwiqᴱ qoᴱ jnyaqᴱ janqꟲ	ntykwiq qo jnyaq janq	they would say to the deer then
SJQ_20150616_HC_35.eaf	a142	kanqᴳ nsonᴱ nsonᴱ nqneᴶ	kanq nson nson nqne	then the deer would do nson1, nson1
SJQ_20150616_HC_35.eaf	a143	jnyaqᴱ janqᴳ ntqoᴱ	jnyaq janq ntqo	the deer would
SJQ_20150616_HC_35.eaf	a144	ntqoᴱ	ntqo	he would
SJQ_20150616_HC_35.eaf	a145	ntqoᴱ jnyaqᴱ janqᴳ	ntqo jnyaq janq	that deer
SJQ_20150616_HC_35.eaf	a146	ntqoᴱ jnyaqᴱ janqᴳ	ntqo jnyaq janq	the deer came out
SJQ_20150616_HC_35.eaf	a147	ylaᴳ janqꟲ ndywiqᴶ	yla janq ndywiq	came they say
SJQ_20150616_HC_35.eaf	a148	kanqᴳ nsonᴱ nsonᴱ nqneᴶ jnyaqᴱ janqᴳ	kanq nson nson nqne jnyaq janq	then the deer would do nso1 nson1
SJQ_20150616_HC_35.eaf	a149	janqᴳ ntqoᴱ jnyaqᴱ janqᴳ	janq ntqo jnyaq janq	then the deer came out
SJQ_20150616_HC_35.eaf	a150	ylaᴳ janqꟲ ndywiqᴶ	yla janq ndywiq	came they said
SJQ_20150616_HC_35.eaf	a151	kanqᴳ nsonᴱ nsonᴱ nqneᴶ jnyaqᴱ janqᴳ	kanq nson nson nqne jnyaq janq	then the deer would do nson1 nson1
SJQ_20150616_HC_35.eaf	a152	ntqoᴱ jnyaqᴱ janqᴳ ylaᴳ janqꟲ ndywiqᴶ	ntqo jnyaq janq yla janq ndywiq	the deer came they say
SJQ_20150616_HC_35.eaf	a153	qwenᴬ nkaᴳ stiᴬ waᴳ	qwen nka sti wa	are you our father?
SJQ_20150616_HC_35.eaf	a154	qaᴶ naqᴳ ntykwiq	qa naq ntykwiq	yes the deer said then, they say
SJQ_20150616_HC_35.eaf	a155	qanᴵ ntykwiqᴶ	qan ntykwiq	oh, they said
SJQ_20150616_HC_35.eaf	a156	neꟲ ntyqanᴶ ndywiqᴬ	ne ntyqan ndywiq	ok let us see now, they said
SJQ_20150616_HC_35.eaf	a157	siᴱ chiꟳ nyiᴶ kaᴶ chaqꟳ	si+ chi nyi ka chaq	if it is true that
SJQ_20150616_HC_35.eaf	a158	nkaᴳ sti waᴳ ndywiqᴶ	nka sti wa ndywiq	you are our father said the boys
SJQ_20150616_HC_35.eaf	a159	neꟲ qinꟲ ntykwiqᴶ janꟲ	ne qin ntykwiq jan	now, they said
SJQ_20150616_HC_35.eaf	a160	snaᴮ kinqꟲ skaᴬ	sna+ kinq ska	let's us race
SJQ_20150616_HC_35.eaf	a162	kyqyaꟲ	kyqya	a mountain
SJQ_20150616_HC_35.eaf	a163	ntyqnᴱ ntykwiqᴬ	ntyqn ntykwiq	let's see they said
SJQ_20150616_HC_35.eaf	a164	snaᴮ kinqꟲ skaᴬ kyqyaꟲ ntyqanᴱaꟲ ntykwiqᴶ	sna+ kinq ska kyqya ntyqana ntykwiq	let us race on the mountain and we will see they said
SJQ_20150616_HC_35.eaf	a165	qoᴱ naꟲ jinꟲ noᴬ nkaᴶ	qo na jin, no nka	and mmm the one
SJQ_20150616_HC_35.eaf	a166	noᴬ nkaᴶ kchaᴳ	no nka kcha	the one
SJQ_20150616_HC_35.eaf	a167	noᴬ nkaᴶ	no nka	the one
SJQ_20150616_HC_35.eaf	a168	kchaᴳ	kcha	sun
SJQ_20150616_HC_35.eaf	a169	kwaꟳ ndyiꟲ snaꟲ	kwa ndyi sna	that one began
SJQ_20150616_HC_35.eaf	a170	naᴱ skaᴶ noᴬ	na ska no	look for
SJQ_20150616_HC_35.eaf	a171	naᴱ sneᴱ ndywiqᴶ	na sne ndywiq	looked for a frog, they say
SJQ_20150616_HC_35.eaf	a172	kanᴳ	kan	that one
SJQ_20150616_HC_35.eaf	a173	qnyiᴱ kqanꟲ	qnyi kqan	he sat
SJQ_20150616_HC_35.eaf	a174	kanᴳ qnyiᴱ kqanꟲ	kan qnyi kqan	he sat the frog
SJQ_20150616_HC_35.eaf	a175	ndaᴱ ta	nda ta	on a line
SJQ_20150616_HC_35.eaf	a176	ndaᴱ ta ktaᴬ	nda ta kta	on a line
SJQ_20150616_HC_35.eaf	a177	kqanꟲ janqᴳ	kqan janq	on a line then
SJQ_20150616_HC_35.eaf	a178	skaᴳ	ska	one
SJQ_20150616_HC_35.eaf	a179	skaᴬ siqᴬ kyqyaꟲ jlyuꟲ ndywiqᴱ	ska siq kyqya jlyu ndywiq	on a side of big mountain they said
SJQ_20150616_HC_35.eaf	a180	siꟲ qneᴳ kaᴬ naᴮ	si qne ka na+	if you prevailed
SJQ_20150616_HC_35.eaf	a181	tyqoꟲ skwaᴱ loᴬ	tyqo skwa lo ...	at getting on top of the mountain, he said
SJQ_20150616_HC_35.eaf	a182	siᴱ noᴱ qneᴳ kaᴬ naᴮ chaqꟳ loꟲ	Si no qne ka na+ chaq lo	if you prevail at
SJQ_20150616_HC_35.eaf	a183	chaqꟳ ntyoꟲ skwaᴱ loᴬ kiqyaꟲ inꟲ ndywiqᴶ	chaq ntyo skwa lo kiqya in ndywiq	to get on top of the mountain, he said
SJQ_20150616_HC_35.eaf	a184	kanqᴳ noᴬ	kanq no	then
SJQ_20150616_HC_35.eaf	a185	tykwaᴮ jloᴳ chaqꟳ nkaᴳ stiᴬ waᴳ	tykwa jlo chaq nka sti wa	you will be able to claim to be our father
SJQ_20150616_HC_35.eaf	a186	qoᴱ siᴱ qwenꟲ jaᴬ keᴳ tyqoꟲ	qo si+ qwen ja ke tyqo	and if you are not able to withstand to reach the
SJQ_20150616_HC_35.eaf	a187	skwaᴱ kyqyaꟲ tiꟲ qaᴱ inꟲ	skwa kyqya ti qa in	the mountain top later today then
SJQ_20150616_HC_35.eaf	a188	kanqᴳ noᴬ jaᴬ jlyoꟲ renqꟲ naꟳ noᴬ	kanq no ja jlyo renq na no	then we will not know for sure what is going to
SJQ_20150616_HC_35.eaf	a189	kaᴶ qinᴳ ntykwiq qoᴱ stiᴶ janꟲ inꟲ ntyqoꟲ chaqꟳ	ka qin ntykwiq qo sti jan in ntyqo chaq	happen to you, they said to their father then, they said
SJQ_20150616_HC_35.eaf	a190	qoᴱ kanqᴳ chiꟳ nyiᴶ	qo kanq, chi nyi	and it is true
SJQ_20150616_HC_35.eaf	a191	snaꟳ jnyaqᴱ janqᴳ	sna jnyaq janq	the deer run
SJQ_20150616_HC_35.eaf	a192	ndywiqᴬ ntyqoꟲ chaqꟳ	ndywiq ntyqo-chaq	he said then
SJQ_20150616_HC_35.eaf	a193	jaᴱ no jaᴬ nkeᴳ	ja no ja nke	and then
SJQ_20150616_HC_35.eaf	a194	jaᴱ no jaᴬ nkeᴳ qaᴶ	ja no ja nke qa	then when he was not longer able to
SJQ_20150616_HC_35.eaf	a195	ndeꟲ qaᴶ ntykwiqᴵ qaᴶ sneᴱ janqᴳ	nde qa ntykwiq qa sne janq	and the frog on the other hand said
SJQ_20150616_HC_35.eaf	a196	nkqanᴬ janqꟲ ndywiqᴶ	nkqan janq ndywiq	they said
SJQ_20150616_HC_35.eaf	a197	saᴬ qaᴱ taᴱ xtyaꟲ sneᴱ janqᴳ	sa qa ta xtya sne janq	they place the frogs on a line
SJQ_20150616_HC_35.eaf	a198	siqᴬ kqyaꟲ janqꟲ ndywiqᴶ	siq kqya janq ndywiq	on the side of the mountains they say
SJQ_20150616_HC_35.eaf	a199	kanqᴳ laꟲ cheꟳ ntykwiqᴶ	kanq la che ntykwiq	come my friend, they said
SJQ_20150616_HC_35.eaf	a200	no	no	when
SJQ_20150616_HC_35.eaf	a201	xnaᴮ jnyaqꟲ janqꟲ ndywiqᴶ	xna+ jnyaq janq ndywiq	when the deer passed there they said
SJQ_20150616_HC_35.eaf	a202	kanqᴳ laꟲ cheꟳ ntykwiqᴶ	kanq la che ntykwiq	come my friend they said
SJQ_20150616_HC_35.eaf	a203	no ntyjinᴮ janqᴳ	no ntyjin+ janq	when he passed there
SJQ_20150616_HC_35.eaf	a204	nkya janqꟲ ndywiqᴶ	nkya janq ndywiq	he said while he walked there they said
SJQ_20150616_HC_35.eaf	a205	laᴬ cheꟳ ntykwiqᴶ	la che ntykwiq	my friend he said
SJQ_20150616_HC_35.eaf	a206	jnyaqᴱ	jnyaq	the deer
SJQ_20150616_HC_35.eaf	a207	laꟲ cheꟳ ntykwiqᴶ	la che ntykwiq	firend he said
SJQ_20150616_HC_35.eaf	a208	jnyaqᴱ ndywiqᴬ	jnyaq ndywiq	said the deer
SJQ_20150616_HC_35.eaf	a209	noᴬ sneᴱ janqꟲ ndywiqᴶ	no sne janq ndywiq	the snake they said
SJQ_20150616_HC_35.eaf	a210	ndyiᴱ snaꟲ kanqꟲ	ndyi sna, kanq	they would begin
SJQ_20150616_HC_35.eaf	a211	nkaᴶ xnaᴮ no xweᴵ janqᴳ	nka xna+ no xwe janq	those kids were able to run
SJQ_20150616_HC_35.eaf	a213	kanqꟲ nkaᴶ xnaᴮ	kanq nka xna+	they were able to run
SJQ_20150616_HC_35.eaf	a215	jnyaqꟲ janqꟲ ndywiqᴶ	jnyaq janq ndywiq	the deer
SJQ_20150616_HC_35.eaf	a216	qoᴱ jaᴱ noꟲ waꟲ jnyaqᴬ jnyaqᴱ janqᴳ	qo, ja no wa jnyaq jnyaq janq	and when the deer got tired
SJQ_20150616_HC_35.eaf	a217	yaᴳ tenᴬ	ya ten	he stopped
SJQ_20150616_HC_35.eaf	a218	janqᴳ noᴬ ndywiᴱ tseqᴶ janqᴳ ndenᴳ	janq no ndywi tseq janq nden	when the deer got exhausted he stopped
SJQ_20150616_HC_35.eaf	a219	janqꟲ ndywiqᴶ	janq ndywiq	the deer they say
SJQ_20150616_HC_35.eaf	a1243	ndywiqᴶ	ndywiq	they say
SJQ_20150616_HC_35.eaf	a220	noᴬ ndywiᴱ tseqᴶ	no ndywi tseq	his (the deer) tongue was hanging
SJQ_20150616_HC_35.eaf	a221	noᴬ ndywiᴱ tseqᴶ janqᴳ ndenᴳ	no ndywi tseq janq nden	his tonge was hanging, then
SJQ_20150616_HC_35.eaf	a222	ndyiᴱ snaꟲ nkonꟲ	ndyi sna nkon	they began to shoot at the deer
SJQ_20150616_HC_35.eaf	a223	qinᴬ jnyaqᴱ janqᴳ	qin jnyaq janq	the deer
SJQ_20150616_HC_35.eaf	a224	ntyqoꟲ chaqꟳ	ntyqo chaq	yes
SJQ_20150616_HC_35.eaf	a225	nkenꟲ jnyaqᴱ janqᴳ nkenꟲ janqꟲ	nken jnyaq janq nken janq	they shot at the deer, they shot at the deer
SJQ_20150616_HC_35.eaf	a226	jaᴱ no waꟲ ndyiᴱ nkenꟲ jnyaqᴱ janqᴳ	ja no wa ndyi nken jnyaq janq	when they were done shooting at the deer
SJQ_20150616_HC_35.eaf	a227	qyaꟳ jnaqᴱ kanqᴳ qyaꟳ	qya jnaq kanq qya	they took the deer
SJQ_20150616_HC_35.eaf	a228	qoᴱ noᴬ nkaᴶ	qo no nka	and the
SJQ_20150616_HC_35.eaf	a229	kjinᴱ janᴳ inꟲ	kjin+ jan in	te skin
SJQ_20150616_HC_35.eaf	a230	inꟲ	in	yes
SJQ_20150616_HC_35.eaf	a231	kanqᴳ noᴬ	kanq no	that one
SJQ_20150616_HC_35.eaf	a232	qnyiᴱ stiᴶ	qnyi sti	they threw him down
SJQ_20150616_HC_35.eaf	a233	skaᴶ kyaqᴶ ykaᴶ janqꟲ	ska kyaq yka janq	a mountain of woods
SJQ_20150616_HC_35.eaf	a234	skaᴶ kyaqᴶ ykaᴶ janqꟲ	ska kyaq yka janq	a the botton of a tree
SJQ_20150616_HC_35.eaf	a235	qoᴱ noᴬ nkaᴶ kjinᴱ janᴳ inꟲ kanqᴳ noᴬ qnyiᴱ stiꟲ	qo no nka kjin+ jan in, kanq no qnyi sti	and the skin, they placed
SJQ_20150616_HC_35.eaf	a236	skaᴶ kyaqᴶ ykaᴶ janqꟲ	ska kyaq yka janq	at the bottom of a mountain
SJQ_20150616_HC_35.eaf	a237	ndyiᴱ snaꟲ	ndyi sna	they began
SJQ_20150616_HC_35.eaf	a238	naᴱ noᴬ nkaᴶ	na no nka	they looked
SJQ_20150616_HC_35.eaf	a239	ktonᴬ	kton	bees
SJQ_20150616_HC_35.eaf	a240	tlaᴬ janqᴳ	tla janq	they scolded him
SJQ_20150616_HC_35.eaf	a241	kanqᴳ	kanq	then
SJQ_20150616_HC_35.eaf	a242	sqwaᴮ neqᴶ kjinᴬ janqᴳ	sqwa+ neq kjin janq	they put it on a skin then
SJQ_20150616_HC_35.eaf	a243	ntyqoꟲ chaqꟳ	ntyqo chaq	yes
SJQ_20150616_HC_35.eaf	a244	qoᴱ kanqᴳ	qo kanq	and then
SJQ_20150616_HC_35.eaf	a245	yaᴳ naᴱ laᴱ	ya na la	go look for
SJQ_20150616_HC_35.eaf	a246	qwenᴵ	qwen	you
SJQ_20150616_HC_35.eaf	a247	xkaᴵ knyiꟲ	xka knyi	another bird
SJQ_20150616_HC_35.eaf	a248	knyiꟲ nyiꟲ ntykwiqᴱ janqꟲ ndywiqᴶ	knyi nyi ntykwiq janq ndywiq	they said then
SJQ_20150616_HC_35.eaf	a249	jaᴱ no kanqᴳ noᴬ	ja no kanq no	and then
SJQ_20150616_HC_35.eaf	a250	jaᴱ no kanᴶ	ja no kan	when he/she comes
SJQ_20150616_HC_35.eaf	a251	jaᴱ no kanᴶ	ja no kan	when he comes
SJQ_20150616_HC_35.eaf	a252	jaᴱ no kanᴶ noᴬ maꟲ laᴶ	ja no kan no ma-la	when the old lady comes
SJQ_20150616_HC_35.eaf	a253	waꟳ kyaꟲ neꟲ	wa kya ne	already, then tomorrow
SJQ_20150616_HC_35.eaf	a255	jaᴱ no kan	ja no kan	when he or she comes
SJQ_20150616_HC_35.eaf	a256	jaᴱ no kanᴶ noᴬ maꟲ laᴶ waꟳ kyaꟲ neꟲ	ja no kan no ma-la wa kya ne	when the old lady comes tomorrow
SJQ_20150616_HC_35.eaf	a257	jaꟲ inᴶ	ja in	then
SJQ_20150616_HC_35.eaf	a258	kanᴬ qoꟲ jlyaꟳ neꟲ	kan qo jlya ne	when she bring the meal
SJQ_20150616_HC_35.eaf	a259	kanqᴳ chaqꟳ ja ktsanᴱ chaqꟳ	kanq chaq ja ktsan chaq	that is we won't tell that
SJQ_20150616_HC_35.eaf	a261	noᴶ ngonꟲonꟲ	no ngonon	that we shot
SJQ_20150616_HC_35.eaf	a262	stenᴵ jaᴬ ktsanᴱ kanqꟲ	sten ja ktsan+ kanq	that we shot our father, we won't tell then
SJQ_20150616_HC_35.eaf	a263	ntykwiqᴶ	ntykwiq	they said
SJQ_20150616_HC_35.eaf	a264	naꟲ jinꟲ	na jin	hmmm
SJQ_20150616_HC_35.eaf	a265	kanqᴳ chaqꟳ	kanq chaq	that is why
SJQ_20150616_HC_35.eaf	a266	qyanᴮ jnaqᴱ reꟲ	qyan+ jnaq re	we will carry this deer
SJQ_20150616_HC_35.eaf	a267	klanᴮ chaqꟳ noᴶ	klan+ chaq no	back hom to
SJQ_20150616_HC_35.eaf	a268	keᴮ chaqꟳ noᴶ	ke+ chaq no	to be cooked in order to
SJQ_20150616_HC_35.eaf	a269	kuᴶ jlyaꟳ	ku jlya	so that [the old lady] can eat
SJQ_20150616_HC_35.eaf	a270	nkaᴶ tʼyeᴵ janqꟲ	nka t'ye janq	he felt then
SJQ_20150616_HC_35.eaf	a271	qoᴱ kanqᴳ noꟲ	qo kanq no	and then
SJQ_20150616_HC_35.eaf	a272	waꟳ janqᴳ	wa janq	then
SJQ_20150616_HC_35.eaf	a273	janqꟲ	janq	then
SJQ_20150616_HC_35.eaf	a274	ndywiqᴶ ndyiᴱ snaꟲ	ndywiq ndyi sna	he said, he began
SJQ_20150616_HC_35.eaf	a275	ntsqwaᴮ ktonᴬ neqꟲ kjinᴬ	ntsqwa+ kton neq kjin	then they began to put the bees inside the skin
SJQ_20150616_HC_35.eaf	a276	ntsqwaᴮ	ntsqwa+	_
SJQ_20150616_HC_35.eaf	a277	nyiᴬ kaᴮ qanᴱ nyaᴮ	nyi ka+ qan nya	it looked exactly like
SJQ_20150616_HC_35.eaf	a278	jnyaqᴱ	jnyaq	deer
SJQ_20150616_HC_35.eaf	a279	qnyiᴱ stiꟲ	qnyi sti	they threw down
SJQ_20150616_HC_35.eaf	a280	kyaqᴶ ykaᴶ janqᴳ janqꟲ	kyaq yka janq janq	at the bottom of a tree
SJQ_20150616_HC_35.eaf	a281	qoᴱ qwenᴬ tsaᴶ	qo qwen tsa	and you will go
SJQ_20150616_HC_35.eaf	a282	qoᴱ qwenᴬ tsaᴶ naᴳ	qo qwen tsa na	and you will go look for
SJQ_20150616_HC_35.eaf	a283	skaᴳ knyiꟲ ndywiqᴱ	ska knyi ndywiq	a bird they said
SJQ_20150616_HC_35.eaf	a284	skuꟲ yuꟲ skuꟲ yuꟲ tykwiqᴳ say	sku yu, sku yu tykwiq say	tweet, tweet, tweet, tweet
SJQ_20150616_HC_35.eaf	a286	tykwiqᴳ kanqꟲ	tykwiq kanq	you must say then
SJQ_20150616_HC_35.eaf	a287	jaᴱ no tyanᴶ	ja no tyan	when she comes
SJQ_20150616_HC_35.eaf	a288	skaᴵ noᴬ tykwiq	ska no tykwiq	one that would say
SJQ_20150616_HC_35.eaf	a289	kyanᴳ kuᴳ taᴶ ndwaᴮ kyanᴳ kuᴳ taᴶ tkanqꟲ	kyan ku ta-ndwa+ kyan ku ta- tkanq	come eat grass, come eat some greens
SJQ_20150616_HC_35.eaf	a1244	said	said	_
SJQ_20150616_HC_35.eaf	a292	ska no tʼyan	ska no t'yan	one that will come
SJQ_20150616_HC_35.eaf	a293	ska no tʼyan kyaꟲ ntykwiqᴶ	ska no t'yan kya ntykwiq	one that will come tomorrow, the boy said
SJQ_20150616_HC_35.eaf	a294	kyaꟲ ntykwiqᴶ renqᴶ qoᴱ	kya ntykwiq renq qo	they said to
SJQ_20150616_HC_35.eaf	a295	knyiꟲ janqᴳ janqꟲ	knyi janq janq	the bird then
SJQ_20150616_HC_35.eaf	a296	sqweꟳ ranꟳ ndywiqᴶ knyiꟲ janqᴳ	sqwe ran ndywiq knyi janq	the bird said, that's good
SJQ_20150616_HC_35.eaf	a297	janꟲ inꟲ	jan in	and then
SJQ_20150616_HC_35.eaf	a298	ndyiꟲ snaꟲ naꟲ jinꟲ qoᴱ kanqᴳ	ndyi sna na jin qo kanq	they began, hmmm, and then
SJQ_20150616_HC_35.eaf	a299	loᴬ loᴬ ykaᴬ ndeꟲ tykwaꟲ	lo, lo yka nde tykwa	sit down on this branch
SJQ_20150616_HC_35.eaf	a301	kanqꟲ ndywiqᴶ	kanq ndywiq	said then
SJQ_20150616_HC_35.eaf	a302	noꟲ waꟲ janqᴳ	no wa janq	the one who was then
SJQ_20150616_HC_35.eaf	a303	noꟲ waꟲ janqᴳ	no wa janq	that one already
SJQ_20150616_HC_35.eaf	a304	noꟲ waꟲ janqᴳ janqꟲ	no wa janq janq	that one then
SJQ_20150616_HC_35.eaf	a305	kanqᴳ	kanq	then
SJQ_20150616_HC_35.eaf	a306	ntyqyaꟳ	ntyqya	they took
SJQ_20150616_HC_35.eaf	a307	kanqᴳ ntyqyaꟳ jnaqᴱ	kanq ntyqya jnaq	then he brought
SJQ_20150616_HC_35.eaf	a308	jnaqᴱ janqᴳ ylaᴳ	jnaq janq yla	that meat back home
SJQ_20150616_HC_35.eaf	a309	qyaꟳ janꟲ inꟲ	qya jan in	they carry, so it says
SJQ_20150616_HC_35.eaf	a310	chaqꟳ qwiᴶ tʼyeᴵ tiᴬ	chaq qwi t'ye ti	only they knew
SJQ_20150616_HC_35.eaf	a311	ja laᴵ qaᴶ ykwiqᴶ sqenᴳ	ja la qa ykwiq sqen	they did not say anything
SJQ_20150616_HC_35.eaf	a312	kanqᴳ naqꟲ jinꟲ	kanq naq- jin	then
SJQ_20150616_HC_35.eaf	a313	nkeqꟳ neqᴶ klaᴶ jnaqᴱ	nkeq neq kla jnaq	the old lady cooked
SJQ_20150616_HC_35.eaf	a314	nkeqꟳ janꟲ inꟲ	nkeq jan in	she cooked the meat
SJQ_20150616_HC_35.eaf	a315	loᴬ ntqanᴵ neqᴬ klaᴬ tykuᴱ	lo ntqan neq kla tyku	the old lady had to walk to fetch water
SJQ_20150616_HC_35.eaf	a316	chaqꟳ noᴶ	chaq no	so that
SJQ_20150616_HC_35.eaf	a317	jnaqᴱ noᴱ	jnaq no	the meat that
SJQ_20150616_HC_35.eaf	a318	jnyaqᴱ janqꟲ	jnyaq janq	from that deer
SJQ_20150616_HC_35.eaf	a1245	kanqᴳ ntykwiqᴬ	kanq ntykwiq	then he said
SJQ_20150616_HC_35.eaf	a320	kanqᴳ ntykwiqᴬ skaᴬ	kanq ntykwiq ska	then one
SJQ_20150616_HC_35.eaf	a321	noᴬ ndwaᴮ	no ndwa+	one sitting
SJQ_20150616_HC_35.eaf	a322	tyku janqᴳ	tyku janq	on the well
SJQ_20150616_HC_35.eaf	a323	qoᴱ janqꟲ ndywiqᴶ	qo janq ndywiq	with her they say
SJQ_20150616_HC_35.eaf	a324	kanqᴳ noᴱ	kanq no	then
SJQ_20150616_HC_35.eaf	a325	noᴱ nkaᴶ	no nka	the one that is
SJQ_20150616_HC_35.eaf	a326	noᴱ nkaᴶ	no nka	the one that is
SJQ_20150616_HC_35.eaf	a327	kytyiqꟲ	kytyiq	frog
SJQ_20150616_HC_35.eaf	a328	waꟳ janqꟲ ndywiqᴶ	wa janq ndywiq	that one said
SJQ_20150616_HC_35.eaf	a329	qoᴱ ndeꟲ aᴶ ntykwiqᴵ kytyiqꟲ janqꟲ ndywiqᴶ	qo nde-a ntykwiq kytyiq janq ndywiq	and the frog said this, they said
SJQ_20150616_HC_35.eaf	a330	kuᴬ qoᴬ kuᴬ snyiqᴬ kuᴬ qoᴬ	ku qo, ku snyiq, ku qo	she is will eat her husband, she will eat her children, she is will eat her husband, she will eat her children,
SJQ_20150616_HC_35.eaf	a331	kuᴬ qoᴬ kuᴬ snyiqᴬ kuᴬ qoᴬ	ku qo, ku snyiq, ku qo	she is will eat her husband, she will eat her children, she is will eat her husband, she will eat her children,
SJQ_20150616_HC_35.eaf	a332	kuᴬ snyiqᴬ ntykwiqᴬ	ku snyiq ntykwiq	she is will eat her husband, she will eat her children,
SJQ_20150616_HC_35.eaf	a333	qaᴱ kytyiqꟲ janqᴳ	qa kytyiq janq	said the tiger then
SJQ_20150616_HC_35.eaf	a334	janqꟲ ndywiqᴶ	janq ndywiq	she said then
SJQ_20150616_HC_35.eaf	a335	qoᴱ kanqᴳ ntykwiqᴶ	qo kanq ntykwiq	and then said the
SJQ_20150616_HC_35.eaf	a336	noᴬ maꟲ laᴶ qoᴱ noᴬ	no ma-la qo no	the old lady
SJQ_20150616_HC_35.eaf	a337	xweᴵ inꟲ	xwe in	with the children then
SJQ_20150616_HC_35.eaf	a338	noᴬ xweᴵ	no xwe	children
SJQ_20150616_HC_35.eaf	a339	taᴬ naꟳ stiᴶ wanᴶ yjwiᴳ wanᴬ	ta na sti wan yjwi wan	could it be that you killed your father?
SJQ_20150616_HC_35.eaf	a340	chaqᴱ nkaᴶ noᴱ	chaq nka no	˜why is it that
SJQ_20150616_HC_35.eaf	a341	ntykwiqᴬ skaᴬ ndwaᴮ tyku qenᴱ	ntykwiq ska ndwa+ tyku qen	a thing sitting of the well said to me
SJQ_20150616_HC_35.eaf	a342	qonᴱ	qon	with me
SJQ_20150616_HC_35.eaf	a343	kuᴬ qoᴬ	ku qo	she will eat her husband
SJQ_20150616_HC_35.eaf	a344	kuᴬ snyiqᴬ kuᴬ qoᴬ kuᴬ snyiqᴬ ntykwiqᴬ qenᴱ	ku snyiq, ku qo, ku snyiq, ntykwiq qen	she is will eat her husband, she will eat her children, she is will eat her husband, she will eat her children,
SJQ_20150616_HC_35.eaf	a345	ntykwiqᴬ qenᴱ	ntykwiq qen	_
SJQ_20150616_HC_35.eaf	a346	qanꟲ	qan	it said to me
SJQ_20150616_HC_35.eaf	a347	chaqꟳ qaᴶ tanꟲ ndaꟲ	chaq qa tan nda	that is nonsense
SJQ_20150616_HC_35.eaf	a348	lo chaᴳ	lo cha	kick him
SJQ_20150616_HC_35.eaf	a349	loᴬ chaᴳ chenqᴳ ntykwiqᴬ	lo cha chenq ntykwiq	kick his back said
SJQ_20150616_HC_35.eaf	a350	qaᴱ noᴬ xweᴵ janqᴳ	qa no xwe janq	the kids said then
SJQ_20150616_HC_35.eaf	a351	qoᴱ janqꟲ ndywiqᴶ	qo janq ndywiq	with her, they said
SJQ_20150616_HC_35.eaf	a352	kanqᴳ qanᴱ no waꟲ yaᴳ maꟲ laᴶ	kanq qan no wa ya ma-la	and then when the old lady went to
